Date,Nation,Metric,Admissions
06/06/2021,Wales,NewAdmissions,5
07/06/2021,Northern Ireland,NewAdmissions,2
07/06/2021,Wales,NewAdmissions,12
07/06/2021,Scotland,NewAdmissions,30
07/06/2021,England,NewAdmissions,131
08/06/2021,England,NewAdmissions,147
08/06/2021,Wales,NewAdmissions,17
08/06/2021,Northern Ireland,NewAdmissions,3
08/06/2021,Scotland,NewAdmissions,22
09/06/2021,Scotland,NewAdmissions,28
09/06/2021,Northern Ireland,NewAdmissions,0
09/06/2021,Wales,NewAdmissions,5
09/06/2021,England,NewAdmissions,158
10/06/2021,England,NewAdmissions,162
10/06/2021,Northern Ireland,NewAdmissions,2
10/06/2021,Wales,NewAdmissions,6
10/06/2021,Scotland,NewAdmissions,32
11/06/2021,Scotland,NewAdmissions,26
11/06/2021,Northern Ireland,NewAdmissions,2
11/06/2021,Wales,NewAdmissions,8
11/06/2021,England,NewAdmissions,144
12/06/2021,England,NewAdmissions,137
12/06/2021,Scotland,NewAdmissions,33
12/06/2021,Wales,NewAdmissions,8
12/06/2021,Northern Ireland,NewAdmissions,1
13/06/2021,Northern Ireland,NewAdmissions,1
13/06/2021,Wales,NewAdmissions,10
13/06/2021,Scotland,NewAdmissions,25
13/06/2021,England,NewAdmissions,187
14/06/2021,England,NewAdmissions,185
14/06/2021,Northern Ireland,NewAdmissions,0
14/06/2021,Scotland,NewAdmissions,39
14/06/2021,Wales,NewAdmissions,3
15/06/2021,Wales,NewAdmissions,8
15/06/2021,Northern Ireland,NewAdmissions,1
15/06/2021,Scotland,NewAdmissions,32
15/06/2021,England,NewAdmissions,188
16/06/2021,England,NewAdmissions,177
16/06/2021,Wales,NewAdmissions,11
16/06/2021,Northern Ireland,NewAdmissions,3
16/06/2021,Scotland,NewAdmissions,41
17/06/2021,Scotland,NewAdmissions,27
17/06/2021,Northern Ireland,NewAdmissions,2
17/06/2021,Wales,NewAdmissions,13
17/06/2021,England,NewAdmissions,202
18/06/2021,England,NewAdmissions,185
18/06/2021,Scotland,NewAdmissions,45
18/06/2021,Wales,NewAdmissions,8
18/06/2021,Northern Ireland,NewAdmissions,0
19/06/2021,Wales,NewAdmissions,8
19/06/2021,Northern Ireland,NewAdmissions,1
19/06/2021,Scotland,NewAdmissions,25
19/06/2021,England,NewAdmissions,178
20/06/2021,England,NewAdmissions,171
20/06/2021,Scotland,NewAdmissions,31
20/06/2021,Wales,NewAdmissions,5
20/06/2021,Northern Ireland,NewAdmissions,0
21/06/2021,Wales,NewAdmissions,10
21/06/2021,Northern Ireland,NewAdmissions,4
21/06/2021,Scotland,NewAdmissions,38
21/06/2021,England,NewAdmissions,181
22/06/2021,England,NewAdmissions,182
22/06/2021,Wales,NewAdmissions,6
22/06/2021,Northern Ireland,NewAdmissions,2
22/06/2021,Scotland,NewAdmissions,49
23/06/2021,Northern Ireland,NewAdmissions,2
23/06/2021,Scotland,NewAdmissions,52
23/06/2021,Wales,NewAdmissions,5
23/06/2021,England,NewAdmissions,214
24/06/2021,England,NewAdmissions,194
24/06/2021,Scotland,NewAdmissions,50
24/06/2021,Wales,NewAdmissions,8
24/06/2021,Northern Ireland,NewAdmissions,3
25/06/2021,Northern Ireland,NewAdmissions,2
25/06/2021,Scotland,NewAdmissions,43
25/06/2021,Wales,NewAdmissions,4
25/06/2021,England,NewAdmissions,206
26/06/2021,England,NewAdmissions,223
26/06/2021,Northern Ireland,NewAdmissions,6
26/06/2021,Scotland,NewAdmissions,31
26/06/2021,Wales,NewAdmissions,8
27/06/2021,Scotland,NewAdmissions,33
27/06/2021,Northern Ireland,NewAdmissions,1
27/06/2021,Wales,NewAdmissions,3
27/06/2021,England,NewAdmissions,226
28/06/2021,England,NewAdmissions,244
28/06/2021,Wales,NewAdmissions,1
28/06/2021,Northern Ireland,NewAdmissions,6
28/06/2021,Scotland,NewAdmissions,59
29/06/2021,Northern Ireland,NewAdmissions,7
29/06/2021,Wales,NewAdmissions,6
29/06/2021,Scotland,NewAdmissions,69
29/06/2021,England,NewAdmissions,283
30/06/2021,England,NewAdmissions,331
30/06/2021,Wales,NewAdmissions,7
30/06/2021,Scotland,NewAdmissions,69
30/06/2021,Northern Ireland,NewAdmissions,10
01/07/2021,Scotland,NewAdmissions,63
01/07/2021,Wales,NewAdmissions,8
01/07/2021,Northern Ireland,NewAdmissions,6
01/07/2021,England,NewAdmissions,295
02/07/2021,England,NewAdmissions,307
02/07/2021,Scotland,NewAdmissions,66
02/07/2021,Wales,NewAdmissions,5
02/07/2021,Northern Ireland,NewAdmissions,6
03/07/2021,Wales,NewAdmissions,9
03/07/2021,Scotland,NewAdmissions,59
03/07/2021,Northern Ireland,NewAdmissions,3
03/07/2021,England,NewAdmissions,323
04/07/2021,England,NewAdmissions,390
04/07/2021,Wales,NewAdmissions,3
04/07/2021,Northern Ireland,NewAdmissions,3
04/07/2021,Scotland,NewAdmissions,71
05/07/2021,Scotland,NewAdmissions,86
05/07/2021,Northern Ireland,NewAdmissions,10
05/07/2021,Wales,NewAdmissions,6
05/07/2021,England,NewAdmissions,416
06/07/2021,England,NewAdmissions,458
06/07/2021,Wales,NewAdmissions,7
06/07/2021,Scotland,NewAdmissions,104
06/07/2021,Northern Ireland,NewAdmissions,12
07/07/2021,Northern Ireland,NewAdmissions,8
07/07/2021,Wales,NewAdmissions,7
07/07/2021,Scotland,NewAdmissions,91
07/07/2021,England,NewAdmissions,461
08/07/2021,England,NewAdmissions,488
08/07/2021,Northern Ireland,NewAdmissions,14
08/07/2021,Wales,NewAdmissions,5
08/07/2021,Scotland,NewAdmissions,100
09/07/2021,Scotland,NewAdmissions,80
09/07/2021,Wales,NewAdmissions,17
09/07/2021,Northern Ireland,NewAdmissions,8
09/07/2021,England,NewAdmissions,451
10/07/2021,England,NewAdmissions,442
10/07/2021,Scotland,NewAdmissions,84
10/07/2021,Northern Ireland,NewAdmissions,12
10/07/2021,Wales,NewAdmissions,8
11/07/2021,Scotland,NewAdmissions,73
11/07/2021,Wales,NewAdmissions,5
11/07/2021,Northern Ireland,NewAdmissions,13
11/07/2021,England,NewAdmissions,502
12/07/2021,England,NewAdmissions,610
12/07/2021,Northern Ireland,NewAdmissions,12
12/07/2021,Scotland,NewAdmissions,101
12/07/2021,Wales,NewAdmissions,3
13/07/2021,Northern Ireland,NewAdmissions,13
13/07/2021,Wales,NewAdmissions,9
13/07/2021,Scotland,NewAdmissions,103
13/07/2021,England,NewAdmissions,621
14/07/2021,England,NewAdmissions,636
14/07/2021,Northern Ireland,NewAdmissions,25
14/07/2021,Wales,NewAdmissions,11
14/07/2021,Scotland,NewAdmissions,78
15/07/2021,Wales,NewAdmissions,8
15/07/2021,Northern Ireland,NewAdmissions,26
15/07/2021,Scotland,NewAdmissions,80
15/07/2021,England,NewAdmissions,658
16/07/2021,England,NewAdmissions,593
16/07/2021,Northern Ireland,NewAdmissions,23
16/07/2021,Scotland,NewAdmissions,67
16/07/2021,Wales,NewAdmissions,19
17/07/2021,Scotland,NewAdmissions,50
17/07/2021,Northern Ireland,NewAdmissions,17
17/07/2021,Wales,NewAdmissions,17
17/07/2021,England,NewAdmissions,622
18/07/2021,England,NewAdmissions,698
18/07/2021,Wales,NewAdmissions,9
18/07/2021,Scotland,NewAdmissions,67
18/07/2021,Northern Ireland,NewAdmissions,24
19/07/2021,Wales,NewAdmissions,14
19/07/2021,Northern Ireland,NewAdmissions,37
19/07/2021,Scotland,NewAdmissions,78
19/07/2021,England,NewAdmissions,752
20/07/2021,England,NewAdmissions,805
20/07/2021,Wales,NewAdmissions,27
20/07/2021,Northern Ireland,NewAdmissions,37
20/07/2021,Scotland,NewAdmissions,65
21/07/2021,Wales,NewAdmissions,31
21/07/2021,Northern Ireland,NewAdmissions,41
21/07/2021,Scotland,NewAdmissions,74
21/07/2021,England,NewAdmissions,783
22/07/2021,England,NewAdmissions,827
22/07/2021,Wales,NewAdmissions,21
22/07/2021,Scotland,NewAdmissions,59
22/07/2021,Northern Ireland,NewAdmissions,56
23/07/2021,Wales,NewAdmissions,25
23/07/2021,Scotland,NewAdmissions,63
23/07/2021,Northern Ireland,NewAdmissions,44
23/07/2021,England,NewAdmissions,725
24/07/2021,England,NewAdmissions,734
24/07/2021,Northern Ireland,NewAdmissions,27
24/07/2021,Wales,NewAdmissions,23
24/07/2021,Scotland,NewAdmissions,43
25/07/2021,Northern Ireland,NewAdmissions,45
25/07/2021,Wales,NewAdmissions,14
25/07/2021,Scotland,NewAdmissions,49
25/07/2021,England,NewAdmissions,836
26/07/2021,England,NewAdmissions,830
26/07/2021,Scotland,NewAdmissions,56
26/07/2021,Northern Ireland,NewAdmissions,49
26/07/2021,Wales,NewAdmissions,10
27/07/2021,Northern Ireland,NewAdmissions,34
27/07/2021,Wales,NewAdmissions,12
27/07/2021,Scotland,NewAdmissions,61
27/07/2021,England,NewAdmissions,816
28/07/2021,England,NewAdmissions,728
28/07/2021,Wales,NewAdmissions,26
28/07/2021,Northern Ireland,NewAdmissions,46
28/07/2021,Scotland,NewAdmissions,67
29/07/2021,Wales,NewAdmissions,12
29/07/2021,Scotland,NewAdmissions,43
29/07/2021,Northern Ireland,NewAdmissions,31
29/07/2021,England,NewAdmissions,758
30/07/2021,England,NewAdmissions,650
30/07/2021,Northern Ireland,NewAdmissions,40
30/07/2021,Wales,NewAdmissions,10
30/07/2021,Scotland,NewAdmissions,49
31/07/2021,Wales,NewAdmissions,14
31/07/2021,Northern Ireland,NewAdmissions,36
31/07/2021,Scotland,NewAdmissions,35
31/07/2021,England,NewAdmissions,593
01/08/2021,England,NewAdmissions,645
01/08/2021,Wales,NewAdmissions,21
01/08/2021,Scotland,NewAdmissions,37
01/08/2021,Northern Ireland,NewAdmissions,38
02/08/2021,Scotland,NewAdmissions,51
02/08/2021,Wales,NewAdmissions,13
02/08/2021,Northern Ireland,NewAdmissions,39
02/08/2021,England,NewAdmissions,686
03/08/2021,England,NewAdmissions,680
03/08/2021,Wales,NewAdmissions,9
03/08/2021,Northern Ireland,NewAdmissions,27
03/08/2021,Scotland,NewAdmissions,49
04/08/2021,Scotland,NewAdmissions,38
04/08/2021,Northern Ireland,NewAdmissions,35
04/08/2021,Wales,NewAdmissions,12
04/08/2021,England,NewAdmissions,747
05/08/2021,England,NewAdmissions,693
05/08/2021,Scotland,NewAdmissions,66
05/08/2021,Northern Ireland,NewAdmissions,42
05/08/2021,Wales,NewAdmissions,7
06/08/2021,Northern Ireland,NewAdmissions,34
06/08/2021,Scotland,NewAdmissions,56
06/08/2021,Wales,NewAdmissions,17
06/08/2021,England,NewAdmissions,657
07/08/2021,England,NewAdmissions,630
07/08/2021,Northern Ireland,NewAdmissions,33
07/08/2021,Wales,NewAdmissions,18
07/08/2021,Scotland,NewAdmissions,41
08/08/2021,Wales,NewAdmissions,15
08/08/2021,Northern Ireland,NewAdmissions,35
08/08/2021,Scotland,NewAdmissions,38
08/08/2021,England,NewAdmissions,651
09/08/2021,England,NewAdmissions,665
09/08/2021,Scotland,NewAdmissions,39
09/08/2021,Northern Ireland,NewAdmissions,36
09/08/2021,Wales,NewAdmissions,12
10/08/2021,Wales,NewAdmissions,12
10/08/2021,Northern Ireland,NewAdmissions,40
10/08/2021,Scotland,NewAdmissions,71
10/08/2021,England,NewAdmissions,760
11/08/2021,England,NewAdmissions,747
11/08/2021,Wales,NewAdmissions,14
11/08/2021,Scotland,NewAdmissions,42
11/08/2021,Northern Ireland,NewAdmissions,40
12/08/2021,Northern Ireland,NewAdmissions,48
12/08/2021,Scotland,NewAdmissions,40
12/08/2021,Wales,NewAdmissions,13
12/08/2021,England,NewAdmissions,758
13/08/2021,England,NewAdmissions,694
13/08/2021,Wales,NewAdmissions,18
13/08/2021,Northern Ireland,NewAdmissions,33
13/08/2021,Scotland,NewAdmissions,41
14/08/2021,Northern Ireland,NewAdmissions,34
14/08/2021,Wales,NewAdmissions,13
14/08/2021,Scotland,NewAdmissions,44
14/08/2021,England,NewAdmissions,689
15/08/2021,England,NewAdmissions,719
15/08/2021,Northern Ireland,NewAdmissions,36
15/08/2021,Wales,NewAdmissions,17
15/08/2021,Scotland,NewAdmissions,30
16/08/2021,Wales,NewAdmissions,9
16/08/2021,Northern Ireland,NewAdmissions,45
16/08/2021,Scotland,NewAdmissions,32
16/08/2021,England,NewAdmissions,776
17/08/2021,England,NewAdmissions,832
17/08/2021,Northern Ireland,NewAdmissions,45
17/08/2021,Wales,NewAdmissions,22
17/08/2021,Scotland,NewAdmissions,58
18/08/2021,Northern Ireland,NewAdmissions,37
18/08/2021,Wales,NewAdmissions,17
18/08/2021,Scotland,NewAdmissions,62
18/08/2021,England,NewAdmissions,795
19/08/2021,England,NewAdmissions,824
19/08/2021,Wales,NewAdmissions,21
19/08/2021,Scotland,NewAdmissions,63
19/08/2021,Northern Ireland,NewAdmissions,32
20/08/2021,Wales,NewAdmissions,26
20/08/2021,Northern Ireland,NewAdmissions,40
20/08/2021,Scotland,NewAdmissions,67
20/08/2021,England,NewAdmissions,733
21/08/2021,England,NewAdmissions,757
21/08/2021,Scotland,NewAdmissions,51
21/08/2021,Northern Ireland,NewAdmissions,42
21/08/2021,Wales,NewAdmissions,28
22/08/2021,Wales,NewAdmissions,12
22/08/2021,Northern Ireland,NewAdmissions,38
22/08/2021,Scotland,NewAdmissions,56
22/08/2021,England,NewAdmissions,726
23/08/2021,England,NewAdmissions,831
23/08/2021,Wales,NewAdmissions,19
23/08/2021,Northern Ireland,NewAdmissions,47
23/08/2021,Scotland,NewAdmissions,74
24/08/2021,Scotland,NewAdmissions,101
24/08/2021,Northern Ireland,NewAdmissions,42
24/08/2021,Wales,NewAdmissions,28
24/08/2021,England,NewAdmissions,818
25/08/2021,England,NewAdmissions,843
25/08/2021,Wales,NewAdmissions,37
25/08/2021,Scotland,NewAdmissions,107
25/08/2021,Northern Ireland,NewAdmissions,49
26/08/2021,Wales,NewAdmissions,25
26/08/2021,Scotland,NewAdmissions,105
26/08/2021,Northern Ireland,NewAdmissions,42
26/08/2021,England,NewAdmissions,777
27/08/2021,England,NewAdmissions,749
27/08/2021,Scotland,NewAdmissions,108
27/08/2021,Wales,NewAdmissions,37
27/08/2021,Northern Ireland,NewAdmissions,50
28/08/2021,Wales,NewAdmissions,37
28/08/2021,Northern Ireland,NewAdmissions,34
28/08/2021,Scotland,NewAdmissions,103
28/08/2021,England,NewAdmissions,688
29/08/2021,England,NewAdmissions,701
29/08/2021,Northern Ireland,NewAdmissions,35
29/08/2021,Scotland,NewAdmissions,93
29/08/2021,Wales,NewAdmissions,22
30/08/2021,Scotland,NewAdmissions,107
30/08/2021,Wales,NewAdmissions,39
30/08/2021,Northern Ireland,NewAdmissions,42
30/08/2021,England,NewAdmissions,808
31/08/2021,England,NewAdmissions,798
31/08/2021,Northern Ireland,NewAdmissions,37
31/08/2021,Wales,NewAdmissions,23
31/08/2021,Scotland,NewAdmissions,133
01/09/2021,Northern Ireland,NewAdmissions,42
01/09/2021,Wales,NewAdmissions,40
01/09/2021,Scotland,NewAdmissions,156
01/09/2021,England,NewAdmissions,835
02/09/2021,England,NewAdmissions,788
02/09/2021,Wales,NewAdmissions,39
02/09/2021,Northern Ireland,NewAdmissions,32
02/09/2021,Scotland,NewAdmissions,129
03/09/2021,Wales,NewAdmissions,36
03/09/2021,Scotland,NewAdmissions,154
03/09/2021,Northern Ireland,NewAdmissions,45
03/09/2021,England,NewAdmissions,688
04/09/2021,England,NewAdmissions,752
04/09/2021,Wales,NewAdmissions,40
04/09/2021,Scotland,NewAdmissions,123
04/09/2021,Northern Ireland,NewAdmissions,32
05/09/2021,Scotland,NewAdmissions,114
05/09/2021,Northern Ireland,NewAdmissions,37
05/09/2021,Wales,NewAdmissions,38
05/09/2021,England,NewAdmissions,691
06/09/2021,England,NewAdmissions,831
06/09/2021,Northern Ireland,NewAdmissions,46
06/09/2021,Wales,NewAdmissions,40
06/09/2021,Scotland,NewAdmissions,157
07/09/2021,Northern Ireland,NewAdmissions,46
07/09/2021,Scotland,NewAdmissions,201
07/09/2021,Wales,NewAdmissions,44
07/09/2021,England,NewAdmissions,801
08/09/2021,England,NewAdmissions,900
08/09/2021,Northern Ireland,NewAdmissions,48
08/09/2021,Wales,NewAdmissions,41
08/09/2021,Scotland,NewAdmissions,170
09/09/2021,Northern Ireland,NewAdmissions,37
09/09/2021,Scotland,NewAdmissions,168
09/09/2021,Wales,NewAdmissions,41
09/09/2021,England,NewAdmissions,790
10/09/2021,England,NewAdmissions,680
10/09/2021,Scotland,NewAdmissions,174
10/09/2021,Northern Ireland,NewAdmissions,24
10/09/2021,Wales,NewAdmissions,45
11/09/2021,Scotland,NewAdmissions,133
11/09/2021,Wales,NewAdmissions,37
11/09/2021,Northern Ireland,NewAdmissions,31
11/09/2021,England,NewAdmissions,649
12/09/2021,England,NewAdmissions,658
12/09/2021,Scotland,NewAdmissions,141
12/09/2021,Wales,NewAdmissions,37
12/09/2021,Northern Ireland,NewAdmissions,29
13/09/2021,Scotland,NewAdmissions,177
13/09/2021,Northern Ireland,NewAdmissions,34
13/09/2021,Wales,NewAdmissions,36
13/09/2021,England,NewAdmissions,688
14/09/2021,England,NewAdmissions,701
14/09/2021,Wales,NewAdmissions,51
14/09/2021,Northern Ireland,NewAdmissions,27
14/09/2021,Scotland,NewAdmissions,161
15/09/2021,Wales,NewAdmissions,43
15/09/2021,Northern Ireland,NewAdmissions,36
15/09/2021,Scotland,NewAdmissions,174
15/09/2021,England,NewAdmissions,691
16/09/2021,England,NewAdmissions,672
16/09/2021,Northern Ireland,NewAdmissions,29
16/09/2021,Wales,NewAdmissions,30
16/09/2021,Scotland,NewAdmissions,157
17/09/2021,Northern Ireland,NewAdmissions,31
17/09/2021,Scotland,NewAdmissions,142
17/09/2021,Wales,NewAdmissions,38
17/09/2021,England,NewAdmissions,540
18/09/2021,England,NewAdmissions,560
18/09/2021,Scotland,NewAdmissions,115
18/09/2021,Wales,NewAdmissions,52
18/09/2021,Northern Ireland,NewAdmissions,22
19/09/2021,Northern Ireland,NewAdmissions,20
19/09/2021,Scotland,NewAdmissions,103
19/09/2021,Wales,NewAdmissions,32
19/09/2021,England,NewAdmissions,572
20/09/2021,England,NewAdmissions,606
20/09/2021,Scotland,NewAdmissions,151
20/09/2021,Northern Ireland,NewAdmissions,32
20/09/2021,Wales,NewAdmissions,24
21/09/2021,Scotland,NewAdmissions,123
21/09/2021,Northern Ireland,NewAdmissions,35
21/09/2021,Wales,NewAdmissions,40
21/09/2021,England,NewAdmissions,602
22/09/2021,England,NewAdmissions,572
22/09/2021,Scotland,NewAdmissions,109
22/09/2021,Wales,NewAdmissions,38
22/09/2021,Northern Ireland,NewAdmissions,28
23/09/2021,Northern Ireland,NewAdmissions,25
23/09/2021,Scotland,NewAdmissions,131
23/09/2021,Wales,NewAdmissions,43
23/09/2021,England,NewAdmissions,577
24/09/2021,England,NewAdmissions,557
24/09/2021,Northern Ireland,NewAdmissions,20
24/09/2021,Scotland,NewAdmissions,110
24/09/2021,Wales,NewAdmissions,33
25/09/2021,Wales,NewAdmissions,37
25/09/2021,Northern Ireland,NewAdmissions,24
25/09/2021,Scotland,NewAdmissions,89
25/09/2021,England,NewAdmissions,520
26/09/2021,England,NewAdmissions,535
26/09/2021,Northern Ireland,NewAdmissions,24
26/09/2021,Wales,NewAdmissions,28
26/09/2021,Scotland,NewAdmissions,82
27/09/2021,Scotland,NewAdmissions,115
27/09/2021,Wales,NewAdmissions,17
27/09/2021,Northern Ireland,NewAdmissions,33
27/09/2021,England,NewAdmissions,617
28/09/2021,England,NewAdmissions,596
28/09/2021,Wales,NewAdmissions,41
28/09/2021,Northern Ireland,NewAdmissions,19
28/09/2021,Scotland,NewAdmissions,122
29/09/2021,Wales,NewAdmissions,52
29/09/2021,Scotland,NewAdmissions,100
29/09/2021,Northern Ireland,NewAdmissions,25
29/09/2021,England,NewAdmissions,625
30/09/2021,England,NewAdmissions,552
30/09/2021,Wales,NewAdmissions,34
30/09/2021,Scotland,NewAdmissions,88
30/09/2021,Northern Ireland,NewAdmissions,16
01/10/2021,Northern Ireland,NewAdmissions,31
01/10/2021,Scotland,NewAdmissions,105
01/10/2021,Wales,NewAdmissions,39
01/10/2021,England,NewAdmissions,520
02/10/2021,England,NewAdmissions,549
02/10/2021,Scotland,NewAdmissions,89
02/10/2021,Northern Ireland,NewAdmissions,21
02/10/2021,Wales,NewAdmissions,35
03/10/2021,Wales,NewAdmissions,28
03/10/2021,Scotland,NewAdmissions,89
03/10/2021,Northern Ireland,NewAdmissions,23
03/10/2021,England,NewAdmissions,577
04/10/2021,England,NewAdmissions,627
04/10/2021,Northern Ireland,NewAdmissions,24
04/10/2021,Scotland,NewAdmissions,137
04/10/2021,Wales,NewAdmissions,20
05/10/2021,Scotland,NewAdmissions,111
05/10/2021,Wales,NewAdmissions,36
05/10/2021,Northern Ireland,NewAdmissions,33
05/10/2021,England,NewAdmissions,658
06/10/2021,England,NewAdmissions,632
06/10/2021,Northern Ireland,NewAdmissions,33
06/10/2021,Scotland,NewAdmissions,88
06/10/2021,Wales,NewAdmissions,27
07/10/2021,Northern Ireland,NewAdmissions,28
07/10/2021,Scotland,NewAdmissions,124
07/10/2021,Wales,NewAdmissions,36
07/10/2021,England,NewAdmissions,634
08/10/2021,England,NewAdmissions,619
08/10/2021,Wales,NewAdmissions,37
08/10/2021,Scotland,NewAdmissions,111
08/10/2021,Northern Ireland,NewAdmissions,28
09/10/2021,Wales,NewAdmissions,28
09/10/2021,Northern Ireland,NewAdmissions,27
09/10/2021,Scotland,NewAdmissions,92
09/10/2021,England,NewAdmissions,613
10/10/2021,England,NewAdmissions,606
10/10/2021,Scotland,NewAdmissions,76
10/10/2021,Wales,NewAdmissions,33
10/10/2021,Northern Ireland,NewAdmissions,14
11/10/2021,Scotland,NewAdmissions,91
11/10/2021,Wales,NewAdmissions,37
11/10/2021,Northern Ireland,NewAdmissions,28
